file_name,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_score,class_name
image_1735391105168_android.graphics.Bitmap@a4774db.jpeg,218.92148,291.86545,0.71786094,221.61983,285.99896,0.7350066,215.80057,288.49945,0.6851874,231.93478,284.2514,0.5971173,218.89482,288.3429,0.46124122,235.55225,302.14847,0.6576632,231.00073,304.42853,0.4989523,228.6442,338.50845,0.58308685,226.83221,339.43994,0.43873787,215.0339,364.88016,0.624243,213.91603,363.94,0.48326135,227.15361,367.44205,0.7272409,224.70102,367.9884,0.6297262,224.28775,428.26315,0.5276736,223.77254,424.33603,0.3910663,233.436,493.0764,0.71674347,229.4991,473.0571,0.6214347,1.0,deadlift_up
image_1735391105365_android.graphics.Bitmap@4499ab6.jpeg,217.94902,294.25903,0.7432539,220.26582,288.53598,0.6548569,216.40205,289.83215,0.6312364,232.22282,284.6728,0.76691127,223.70825,287.93475,0.43572423,237.24179,302.02136,0.8472943,234.26862,305.38382,0.7082044,229.48624,341.05365,0.5917536,228.12459,340.85272,0.45824432,213.22253,363.9126,0.62335896,213.52864,363.55948,0.52913845,228.6181,368.28113,0.77394557,226.77791,369.0779,0.7165675,225.99013,428.3872,0.56018317,224.7562,424.57593,0.40352362,233.43835,493.50238,0.7593285,230.03864,474.47958,0.5621114,1.0,deadlift_up
image_1735391105559_android.graphics.Bitmap@78a328d.jpeg,221.486,294.70883,0.67261267,223.6323,289.5179,0.5593438,221.06454,290.18213,0.69903135,234.86078,286.0607,0.7831989,229.21451,287.6397,0.5265972,239.89777,302.71906,0.7792131,235.49753,305.85327,0.7025862,230.24597,339.5557,0.5877866,227.91612,338.604,0.3693555,211.57552,361.67682,0.5297785,211.961,362.3837,0.42069545,227.84302,369.204,0.79179996,224.76216,369.5586,0.71471703,225.92775,429.47272,0.6405082,223.26689,424.6432,0.5199009,233.40327,494.6474,0.76545286,230.37248,471.94293,0.32361087,1.0,deadlift_up
image_1735391105814_android.graphics.Bitmap@7b27190.jpeg,225.55214,294.96213,0.53479064,227.54498,289.8786,0.5863424,225.40569,290.3717,0.42243084,238.55544,286.3799,0.7403334,234.25407,288.00653,0.42008755,242.564,303.1778,0.7212496,240.12137,305.4838,0.6209693,232.10564,339.51605,0.35225934,230.70319,339.12976,0.37181252,212.44347,360.3313,0.45610377,211.98506,360.45355,0.3510393,227.16344,370.58868,0.7579933,225.62949,370.74084,0.58570784,224.1978,428.41644,0.42127946,222.84622,424.35318,0.55517817,233.34235,492.95343,0.6372869,229.73233,472.72272,0.41002893,0.9999999,deadlift_up
image_1735391106021_android.graphics.Bitmap@6e432af.jpeg,226.74976,296.92892,0.5489979,228.28012,291.02118,0.7294172,227.34465,291.1756,0.6780068,238.83118,287.79865,0.5778949,236.41524,288.1447,0.5192049,243.99258,303.42535,0.56331813,241.1233,305.92255,0.5653279,230.73396,339.2366,0.41560343,230.42598,339.07114,0.40153503,212.07718,359.49274,0.6305324,212.86525,358.61844,0.44159386,226.96785,370.26828,0.8084975,226.5803,370.4851,0.7188404,224.56705,429.2259,0.7336017,222.8612,423.01242,0.57245743,232.71889,493.2861,0.80440116,228.5983,470.30115,0.56013936,0.9999813,deadlift_up
image_1735391106222_android.graphics.Bitmap@b07819a.jpeg,227.02455,296.34644,0.52299756,229.0571,290.73724,0.65265787,227.01932,291.10455,0.52632767,240.11702,287.85748,0.44285855,235.79744,288.97382,0.37809682,244.17194,303.81824,0.5218449,241.41937,305.6344,0.47333506,232.92622,338.5851,0.26393476,233.24023,338.73575,0.34168106,213.6243,360.8681,0.36951137,213.54039,361.0608,0.2846719,228.88112,371.2384,0.6963488,227.85484,371.20782,0.6342906,226.37311,430.76654,0.47571483,224.21751,425.05994,0.4526855,233.64464,493.0342,0.6779636,229.65657,472.03674,0.31360668,0.99999976,deadlift_up
image_1735391106425_android.graphics.Bitmap@eb1e1c1.jpeg,225.94759,294.85052,0.6444316,227.89392,290.22333,0.40009454,225.50385,290.88092,0.5985838,239.00975,287.94836,0.4130463,233.43771,289.34985,0.17037319,243.18945,305.82007,0.7252388,238.82442,307.8981,0.50953805,230.73576,341.587,0.2906473,229.76903,339.46893,0.29383966,212.9997,360.52042,0.499822,212.77892,361.96606,0.2923763,229.06377,372.07962,0.62930024,226.32321,371.62256,0.5475577,226.32213,430.44113,0.4791661,223.549,425.02002,0.33942348,234.23357,494.35645,0.5626198,228.49588,471.26508,0.3350048,0.9999838,deadlift_up
image_1735391106623_android.graphics.Bitmap@7cf8154.jpeg,224.82043,295.00714,0.61103714,226.31589,290.70593,0.64783704,223.65105,291.0933,0.4287381,236.65393,287.36282,0.44805732,231.2446,288.62146,0.10077223,242.4792,306.80862,0.47062448,235.73221,308.63977,0.41687647,230.4455,340.5126,0.2263895,228.70076,337.25342,0.16860974,213.28137,360.50256,0.40774682,211.61996,361.05768,0.36064306,228.56932,370.77716,0.5323231,225.78346,371.76712,0.5468472,225.33105,429.6468,0.4335665,223.0194,425.08734,0.25214022,233.6456,492.5781,0.49929824,228.7141,469.79047,0.3489863,0.9999975,deadlift_up
image_1735391106846_android.graphics.Bitmap@5b84843.jpeg,222.90012,295.7309,0.5094793,224.05544,290.06717,0.6441706,222.49387,290.69617,0.5159817,234.0845,285.42822,0.7011055,230.74121,287.04156,0.52626693,241.0442,302.28745,0.64493924,237.32309,304.8676,0.7130432,230.54445,338.07843,0.46227807,229.51694,336.0859,0.3505572,213.35208,360.74518,0.57706285,214.0549,359.9245,0.4491627,229.31792,371.3119,0.79036915,227.56949,371.37286,0.56657195,224.39447,428.57117,0.6933619,222.56703,423.66672,0.43567917,233.33951,493.39474,0.72720313,228.0862,470.0003,0.5294373,1.0,deadlift_up
image_1735391107055_android.graphics.Bitmap@17733e.jpeg,218.04333,297.85516,0.50914776,217.84279,292.16412,0.5874622,217.71002,292.5388,0.5813609,227.70438,286.78284,0.64389724,226.035,287.22324,0.60442966,237.62169,302.27032,0.6382737,235.12518,304.59644,0.70168614,230.77673,339.0696,0.5572013,230.64415,337.0899,0.44950983,215.93681,361.65036,0.70887357,216.76064,362.20593,0.42911452,231.07869,371.98828,0.75269437,230.55199,372.0031,0.7122279,226.25768,429.11725,0.7747928,224.58325,424.6908,0.59306383,234.50877,491.62823,0.65282416,232.23361,470.5869,0.4419288,1.0,deadlift_up
image_1735391107286_android.graphics.Bitmap@5802ab5.jpeg,216.97232,297.3056,0.6217079,217.52286,291.45514,0.46441695,216.18724,292.85748,0.7218602,228.18547,285.6357,0.57192785,225.01926,288.01538,0.39618227,235.62813,301.7813,0.79380655,232.93492,304.97763,0.6504326,230.65071,338.48282,0.40805772,229.5889,338.61914,0.47547644,215.85788,362.42896,0.656931,216.39157,362.04974,0.36850968,229.67955,372.0744,0.7509254,228.69345,372.1842,0.66728306,223.98166,428.55878,0.681502,222.88884,422.4201,0.61590135,233.70787,492.6543,0.73710644,229.24376,472.64154,0.4079156,1.0,deadlift_up
image_1735391107506_android.graphics.Bitmap@46045d8.jpeg,219.09464,297.23093,0.6373931,219.59352,291.5799,0.4614118,218.63092,292.5088,0.6765535,229.9009,286.35565,0.6076213,227.62659,287.734,0.5145641,237.8521,303.74216,0.6663519,234.78667,306.2768,0.7256596,229.79253,341.21045,0.40619016,228.24165,340.01047,0.43536222,213.50557,363.06702,0.63353384,214.24515,362.576,0.34818527,227.73924,373.5398,0.76540697,226.89894,373.2099,0.7511008,226.94217,431.21112,0.71199536,224.80655,426.20013,0.55161726,233.62714,494.07367,0.6877675,228.92273,475.16687,0.5967263,1.0,deadlift_up
image_1735391107703_android.graphics.Bitmap@cd82997.jpeg,223.82985,297.16324,0.58875,223.99773,291.79248,0.59876186,223.46669,292.3139,0.5858862,233.4061,286.71588,0.5926937,231.45583,287.5157,0.518209,241.24712,303.26614,0.5678052,238.74849,305.2652,0.5905889,230.68913,340.8486,0.47144264,229.87907,340.60007,0.53123605,214.5599,362.8793,0.6728821,216.11002,361.5856,0.534289,227.27371,372.331,0.7747058,227.10225,372.59436,0.67689335,225.61237,429.036,0.74757683,224.76599,423.78302,0.6332333,234.50816,492.26184,0.7159975,230.97218,473.4407,0.66215324,1.0,deadlift_up
image_1735391107897_android.graphics.Bitmap@91f73a2.jpeg,223.94511,297.4791,0.6198096,224.44534,292.04504,0.6704675,223.55571,292.657,0.6289279,233.8249,286.8855,0.6675055,231.7572,287.95422,0.5726012,240.95018,304.11566,0.68566066,238.96143,305.60086,0.6253344,231.96724,341.799,0.4022274,230.88802,339.6029,0.4075228,215.08968,362.34528,0.66170424,215.2319,362.7862,0.39918077,228.49959,372.09766,0.79208225,227.5113,371.8748,0.5663569,225.79694,427.63293,0.41090268,224.41722,422.11316,0.5949493,234.984,491.43735,0.6290484,230.21486,471.50677,0.5647079,1.0,deadlift_up
image_1735391108090_android.graphics.Bitmap@945e169.jpeg,221.66669,296.19742,0.64359915,222.59636,290.88495,0.54107594,221.13261,291.76465,0.66868955,232.64017,285.72662,0.45317796,229.03293,287.5472,0.50047445,239.56165,303.59418,0.70941293,236.4445,305.9574,0.66689456,230.43343,341.68854,0.52760434,230.01556,338.85742,0.4381999,214.63814,361.95374,0.70338774,215.08177,362.5982,0.4289343,228.55966,371.62952,0.79618555,227.26268,371.55276,0.53206694,225.20593,427.58533,0.6250715,223.80714,423.8866,0.5300997,233.99875,491.59213,0.71711814,230.34518,470.30905,0.42447808,1.0,deadlift_up
image_1735391108298_android.graphics.Bitmap@73aa31c.jpeg,217.88959,297.09018,0.69886756,217.44891,291.70908,0.68815863,217.17181,292.28412,0.73204017,226.9946,285.89868,0.5636332,225.60916,286.79187,0.530144,236.87462,303.31284,0.63244194,235.23595,304.71747,0.63556504,229.34937,340.00018,0.5349454,229.85,336.91083,0.39872813,214.98691,362.3034,0.70691466,216.59398,361.46472,0.53999424,229.89532,372.8497,0.8129398,228.95332,372.42163,0.66963685,225.32065,427.6804,0.58984935,223.40672,421.92773,0.5546156,233.84517,490.81256,0.64882106,228.73276,471.1326,0.5798733,1.0,deadlift_up
image_1735391108505_android.graphics.Bitmap@7ee0aab.jpeg,208.91647,304.45554,0.6024314,208.2746,298.5321,0.69316083,207.52168,299.40094,0.6186878,217.40517,289.94797,0.7959906,215.03198,291.85336,0.46900117,229.23126,304.75824,0.62788326,228.45107,308.16653,0.710351,225.28181,341.03506,0.48718753,226.60368,341.0701,0.47298983,214.82285,366.81842,0.7483829,217.19984,366.50256,0.23705886,236.83208,371.86548,0.8323356,236.65302,372.51163,0.7758571,221.82469,428.00494,0.6165023,222.19608,422.1045,0.6208035,232.95834,493.65735,0.7045232,229.02682,469.88538,0.43731672,1.0,deadlift_up
image_1735391108697_android.graphics.Bitmap@7a646c6.jpeg,197.93304,322.4017,0.5408429,196.75002,316.62503,0.65282726,197.1182,317.95392,0.6094414,205.57631,307.4935,0.51418775,204.62515,310.194,0.59557337,220.32959,321.2146,0.71595836,217.69742,324.75702,0.69784033,222.39178,357.45374,0.6145859,220.3821,357.85114,0.5115543,212.82236,386.60532,0.64745516,213.60623,385.32617,0.68420076,247.86497,376.52173,0.807375,241.37552,376.73163,0.6303313,218.65637,430.3698,0.7399434,216.78732,425.22418,0.64337254,232.95332,492.6643,0.64132255,226.90225,472.72778,0.6470691,1.0,deadlift_up
image_1735391108909_android.graphics.Bitmap@a3b99dd.jpeg,188.7232,357.86673,0.6370797,188.11687,351.26862,0.52030855,186.4762,353.83926,0.62969637,197.29037,340.82498,0.6885292,192.81262,346.31155,0.54176867,212.53821,354.3086,0.745785,213.64189,355.395,0.7447716,216.0033,392.70746,0.50335765,216.81552,391.96115,0.53484046,206.53423,423.5465,0.5027325,208.67224,420.96393,0.54603934,256.04202,398.14447,0.7756491,255.31706,395.73572,0.74184346,212.75677,435.04028,0.5504974,211.88437,430.68372,0.6494415,232.31137,496.01904,0.7049777,227.52144,477.58295,0.59726566,1.0,deadlift_up
image_1735391109154_android.graphics.Bitmap@90f3d20.jpeg,186.34453,381.67645,0.7490353,184.76466,375.61816,0.66764295,183.74722,377.26675,0.80962646,192.83116,365.04163,0.80259657,190.19214,368.1779,0.7096148,208.4911,376.81265,0.814786,209.95216,375.17026,0.8255001,211.45926,420.7788,0.5284403,211.27655,419.15778,0.6467952,206.3792,454.45688,0.61968255,207.12575,450.85638,0.5060444,261.19473,413.10028,0.7729217,260.33295,410.81653,0.68729556,209.71957,434.335,0.5418159,207.4885,430.52847,0.643711,231.75941,492.94403,0.7243421,230.83484,479.8774,0.65260935,1.0,deadlift_up
image_1735391109364_android.graphics.Bitmap@84ddf7f.jpeg,185.77109,391.98288,0.80667454,183.39882,387.57428,0.77471983,183.19873,387.817,0.7227148,190.49146,377.94537,0.864119,189.34875,378.53992,0.77011585,206.80829,386.9917,0.88487333,209.73038,384.23016,0.6661403,210.44258,430.91278,0.6443706,211.96126,427.2986,0.50175977,206.60056,467.6699,0.7531564,209.61995,460.59888,0.37628675,260.83875,418.33356,0.8253645,262.94376,415.25677,0.64847195,209.94235,431.23813,0.57624024,210.2952,430.16885,0.36106762,230.64822,489.41766,0.7192168,227.3494,475.36005,0.3339714,1.0,deadlift_up
image_1735391109595_android.graphics.Bitmap@73770aa.jpeg,185.62349,393.60736,0.63258886,183.33739,389.2356,0.7526196,183.18105,389.51877,0.6441765,190.68106,379.6648,0.65969974,189.18909,380.30267,0.620502,206.55801,389.7807,0.7712965,210.05936,386.3863,0.7428794,210.95721,433.61212,0.65079135,212.77681,429.03787,0.69322526,206.94348,468.24124,0.8921608,211.37097,461.81998,0.27130696,262.2417,420.89056,0.80174875,264.21103,417.4827,0.6319366,210.89479,432.4142,0.5948024,212.21304,429.82346,0.45653048,230.2446,492.4516,0.7052152,230.39102,474.0904,0.47424552,0.9999995,deadlift_up
image_1735391109826_android.graphics.Bitmap@af5a811.jpeg,187.30484,392.78052,0.7417674,184.65405,388.5251,0.6392143,184.85374,388.77032,0.6982399,191.57504,379.2527,0.7007427,190.49219,379.5797,0.7686962,206.87273,390.58972,0.723238,210.305,386.98166,0.79613125,211.03412,434.12454,0.5919913,212.82388,429.8436,0.72920054,206.90877,469.07233,0.61488366,212.971,462.01437,0.23715468,262.84396,421.7387,0.8128394,266.05032,418.83212,0.81846046,211.43217,430.03116,0.64892924,213.8644,427.65277,0.4574972,229.30402,489.19104,0.5598696,232.031,475.25372,0.4823899,0.960004,deadlift_up
image_1735391110049_android.graphics.Bitmap@e6d77e4.jpeg,188.88954,389.41003,0.6032922,186.84258,384.84674,0.8138794,186.53868,385.13623,0.7235049,194.41122,375.23444,0.79073405,192.87592,375.55698,0.7215816,209.339,387.8713,0.6829912,212.81584,385.0147,0.6661897,212.6425,430.55276,0.5559374,214.08998,427.20135,0.6817026,209.06961,466.05298,0.7759992,212.69821,459.2367,0.30463105,265.31693,419.73767,0.72706324,267.77524,417.2974,0.81707144,213.01425,429.251,0.5871497,214.33426,426.9291,0.5308788,231.19327,489.68103,0.75571036,228.10944,471.833,0.44653904,0.996311,deadlift_up
image_1735391110273_android.graphics.Bitmap@8c95c13.jpeg,189.86346,358.53583,0.71480983,189.02356,353.21063,0.7141376,188.7885,353.40216,0.6205753,199.41333,345.3823,0.83912075,197.56,345.7007,0.6651536,214.38966,360.672,0.8242748,214.63928,359.41534,0.8819133,217.49219,400.2088,0.62994385,216.41878,398.9245,0.5231611,210.57932,433.92776,0.4620442,211.85272,430.73807,0.45989856,262.70264,398.47882,0.8762926,261.09436,397.24838,0.70531785,218.92145,432.5739,0.59944654,217.86342,426.82986,0.46101043,231.60675,491.7962,0.7139888,227.80115,471.30585,0.7251613,1.0,deadlift_up
image_1735391110508_android.graphics.Bitmap@247354e.jpeg,203.29546,316.818,0.5730176,204.07806,310.78717,0.6922187,202.77483,311.56638,0.71491826,215.87122,306.18707,0.5331001,211.77347,307.04953,0.54769224,223.57903,321.13245,0.82184,220.13573,324.7354,0.7079917,226.30606,358.7399,0.59066206,223.94432,359.72977,0.66026145,216.87677,390.31528,0.80264735,216.26535,389.95764,0.61278456,253.00931,379.7774,0.69522595,246.22159,379.53687,0.51295817,222.89265,431.98676,0.66785526,218.3752,422.31693,0.61312103,232.96486,491.76144,0.7240927,226.98752,472.8153,0.7092058,1.0,deadlift_up
image_1735391110731_android.graphics.Bitmap@5982005.jpeg,219.00021,296.2749,0.6760931,220.99826,290.81744,0.40960196,216.83704,292.66833,0.6960932,232.74515,287.16592,0.5343636,223.75967,289.8783,0.48733333,239.35364,302.4034,0.71911377,236.92435,305.67636,0.4651342,234.7573,336.40063,0.618114,235.09175,338.92532,0.38323316,218.47015,363.58862,0.71652496,220.42143,364.02744,0.3860148,240.16904,370.86276,0.7859032,239.29422,371.62683,0.7772193,226.70636,427.17133,0.7796644,224.51053,421.63147,0.66921115,232.81091,492.48944,0.65919274,229.09595,473.7613,0.6069152,1.0,deadlift_up
image_1735391110944_android.graphics.Bitmap@5877768.jpeg,227.9741,295.16522,0.6948837,230.69803,289.5114,0.524193,227.30235,290.59662,0.7290057,242.17885,287.35684,0.74725115,235.22841,288.71945,0.34823897,246.46283,305.24854,0.8827159,241.9508,307.05322,0.6108001,234.71042,340.12146,0.45918643,234.1558,339.9181,0.5307143,216.64182,363.8284,0.6153209,218.26996,362.81427,0.4887667,232.80429,370.56952,0.764442,231.72568,370.2448,0.6872396,230.01277,429.288,0.7160783,227.20834,423.52417,0.59732807,233.16911,491.76068,0.7466854,231.10838,470.07208,0.3748207,1.0,deadlift_up
image_1735391111140_android.graphics.Bitmap@943f467.jpeg,230.91649,295.29343,0.73882294,234.12563,290.19128,0.803318,230.67618,291.00302,0.72874796,245.40515,289.28314,0.56689066,237.62503,290.18756,0.49318662,249.36653,305.2165,0.7262932,238.95337,309.60077,0.6475972,235.61012,340.22888,0.59131193,232.54889,340.3518,0.42916223,217.77968,361.6637,0.582321,217.47792,361.9771,0.44063976,230.62407,368.77032,0.74037945,226.96016,370.1369,0.68489337,227.55693,429.98492,0.61655974,224.9438,423.6067,0.59843796,232.86914,492.02527,0.7124721,228.9466,472.87286,0.59028614,1.0,deadlift_up
image_1735391111381_android.graphics.Bitmap@1d698b2.jpeg,231.59174,296.52084,0.66791964,234.32805,291.3134,0.5579148,231.65474,292.1042,0.7157892,245.86847,289.0732,0.7712325,240.26898,290.71063,0.5140741,248.98013,305.6251,0.82413435,243.62955,308.8798,0.62785673,235.8813,341.03656,0.6202724,233.55165,341.16132,0.43962866,215.51633,362.2732,0.6235584,215.47855,362.44934,0.3654689,231.41606,370.45074,0.8065765,227.3351,370.86426,0.7158257,227.73763,430.13013,0.689708,224.88841,423.91995,0.5213071,234.0087,492.14514,0.6629673,227.74944,472.77383,0.45302758,0.9999913,deadlift_up
image_1735391111618_android.graphics.Bitmap@acad5b9.jpeg,231.17429,296.25287,0.7055886,234.22147,290.90567,0.71378124,230.92155,291.79095,0.7267178,245.67177,289.47974,0.6762812,238.98936,290.38892,0.47511396,249.70767,304.97437,0.7128306,240.53177,308.96964,0.61072296,236.07784,340.07175,0.5753809,233.08755,340.6803,0.4102782,216.29045,362.26642,0.51990587,214.63893,362.76562,0.3037157,231.22925,370.59076,0.8323946,226.67639,370.7482,0.67220134,227.88675,430.3125,0.69932675,224.8734,424.30823,0.5260891,233.37154,492.19995,0.52427197,227.70508,472.9961,0.44842988,0.9999951,deadlift_up
image_1735391111848_android.graphics.Bitmap@8b61fac.jpeg,231.94475,296.1556,0.6852921,234.87726,290.862,0.8218839,231.99998,291.33508,0.5155371,246.24925,289.21875,0.55052435,240.97482,290.10226,0.50468266,250.00768,304.51547,0.67527086,243.76564,307.17294,0.5918678,236.11508,340.21478,0.5631011,233.84975,340.27393,0.4532163,215.47086,361.8521,0.6182911,216.01915,361.46823,0.34779674,231.0511,369.826,0.83341944,227.72394,370.82065,0.7721845,227.93648,429.65195,0.70894635,224.81659,424.17325,0.54630244,234.03673,492.8923,0.7020003,228.88985,470.90503,0.45529768,0.9999943,deadlift_up
image_1735391112057_android.graphics.Bitmap@606dc7b.jpeg,232.60997,296.84155,0.55650616,235.0593,291.84607,0.63890076,232.46727,292.68402,0.64454925,246.52411,289.48117,0.72695225,241.14235,290.76257,0.56098497,249.79895,305.4759,0.7979685,244.5435,308.51443,0.642659,237.0046,340.4065,0.59729373,234.75954,339.66928,0.4513657,216.24995,362.14496,0.65067434,216.46596,361.74524,0.33848184,231.74255,370.83502,0.81716514,227.93181,371.0161,0.6847037,227.86551,429.71277,0.7093885,225.14737,424.3572,0.4947257,234.19556,492.55212,0.5591974,229.12482,471.66272,0.5095515,0.99999356,deadlift_up
image_1735391112273_android.graphics.Bitmap@bd75ed6.jpeg,231.08203,296.28235,0.67983353,233.92535,290.86057,0.57034403,230.63484,291.88074,0.7076358,245.17302,288.6737,0.6382692,238.47318,290.42374,0.428971,248.31042,305.6328,0.7069621,241.0322,309.16357,0.6633658,235.68524,341.122,0.5618677,233.38956,341.0337,0.41127828,214.7999,362.83133,0.6803156,215.2115,362.52118,0.3462534,230.51268,369.44934,0.8158657,226.81924,370.69257,0.7908218,227.34766,429.25003,0.7165991,224.50978,424.07242,0.5077388,233.31636,492.56622,0.66026294,228.4309,471.92142,0.38528484,1.0,deadlift_up
image_1735391112490_android.graphics.Bitmap@e6d5d2d.jpeg,230.0603,296.63455,0.62496305,232.3989,291.5612,0.5885116,229.64401,292.20837,0.68069047,243.37921,288.13934,0.6784102,237.70625,289.80353,0.51715076,246.40073,305.03375,0.67930263,241.57263,308.58057,0.65330434,233.58192,341.64508,0.5789013,231.46205,341.60645,0.47348377,213.56989,362.6712,0.65281224,214.2735,362.43936,0.4192774,229.6075,369.02856,0.8291858,226.64699,370.09674,0.7813012,227.41357,429.3147,0.7016113,223.96567,424.15814,0.56685865,233.86038,492.64133,0.6901746,228.26878,470.74728,0.37905315,0.99999976,deadlift_up
image_1735391112701_android.graphics.Bitmap@9bd14b0.jpeg,227.0281,295.86865,0.5584111,228.88724,290.944,0.5684101,226.32838,291.79764,0.69594383,239.9526,287.40265,0.71405417,233.52895,289.23047,0.5180322,244.73454,303.76297,0.74169016,239.73598,307.4645,0.7201666,231.81384,339.42462,0.55172133,230.87184,339.1836,0.43458235,214.50734,361.97772,0.66811883,215.1492,361.75073,0.4223207,229.8558,368.77945,0.80586445,227.4144,369.91635,0.7417108,227.32431,428.5053,0.57639647,224.54211,424.4101,0.56263447,233.87683,490.9771,0.75690913,230.07886,472.41937,0.56506485,1.0,deadlift_up
image_1735391112943_android.graphics.Bitmap@ed5084f.jpeg,215.89166,297.94086,0.6460656,217.08994,292.06573,0.6666887,214.01099,293.6978,0.578654,227.81549,287.128,0.53069377,221.24307,290.61285,0.5489038,235.09927,303.5421,0.6705446,232.75848,307.24774,0.69664204,226.4816,342.03693,0.51701564,228.62715,340.59674,0.42349055,214.90416,362.8609,0.7046509,216.26753,362.47394,0.4828648,232.9432,369.67633,0.8027731,232.82341,370.22955,0.69462943,224.38602,427.09653,0.70084417,224.14699,421.88748,0.5774033,232.82558,492.79437,0.6944924,228.74416,471.7788,0.4582217,1.0,deadlift_up
image_1735391113179_android.graphics.Bitmap@4500bba.jpeg,203.98358,311.40103,0.6157557,202.44595,306.14795,0.7064892,202.85634,306.55682,0.7341467,211.42996,298.64764,0.8002857,210.28976,299.45895,0.6543884,226.97154,312.46472,0.81967914,225.12265,316.3718,0.75528765,224.1256,347.92664,0.4488186,224.81793,348.88422,0.42072174,214.24889,374.515,0.636796,215.31987,374.33734,0.52482045,243.9688,373.20963,0.7580235,241.68147,373.67963,0.6534224,224.10687,428.9844,0.70840335,223.50404,425.2373,0.6439631,234.05101,490.38797,0.71283084,229.62253,472.9466,0.73123515,1.0,deadlift_up
image_1735391113356_android.graphics.Bitmap@60b0a61.jpeg,194.01064,337.4625,0.60180724,193.69635,332.05927,0.68607783,192.65681,333.68176,0.6150609,202.80054,323.5858,0.6710988,199.81511,326.77206,0.65396035,218.24767,337.50467,0.75026214,215.38028,339.98764,0.7571002,217.76517,376.27478,0.72796524,217.49149,374.20364,0.42356575,207.15393,402.3324,0.5990218,207.53746,401.46478,0.62846494,253.4175,384.9214,0.65888965,246.84776,383.80823,0.7177017,216.51462,429.90942,0.7516851,212.15573,423.26202,0.526224,234.45258,490.2072,0.7750103,228.98157,472.29047,0.77911043,1.0,deadlift_up
image_1735391113579_android.graphics.Bitmap@9ceba74.jpeg,187.1207,366.1639,0.6780019,185.4359,360.36264,0.58130884,185.54425,360.91,0.6617665,194.50677,351.69568,0.70234364,193.2699,352.649,0.6289036,211.39006,364.34818,0.80475867,212.98386,363.68005,0.82792825,210.88763,404.2016,0.5903886,212.93002,404.62598,0.48911294,204.03575,437.5985,0.48905766,205.97598,434.75275,0.45829844,258.03696,403.2245,0.7989103,257.86597,400.48322,0.79277575,214.0149,439.72318,0.72317094,215.48526,437.4458,0.6569562,232.36244,491.98068,0.7682269,231.95712,481.41144,0.7057109,1.0,deadlift_up
image_1735391113796_android.graphics.Bitmap@1bf2be3.jpeg,184.9486,386.18365,0.82622945,183.20619,380.71774,0.66631067,182.76324,381.6592,0.7321754,191.4558,371.18518,0.7646874,189.50165,371.95734,0.63581884,209.22453,383.09012,0.90334606,209.72119,381.14062,0.8801336,211.20822,425.59235,0.5529156,210.78479,423.7691,0.5721799,204.43895,460.713,0.8921937,206.77997,455.05994,0.42532232,257.64474,420.6536,0.7805573,257.63702,418.24768,0.7281643,206.68234,435.92105,0.4699569,203.45894,431.4722,0.6992787,232.1384,487.9135,0.54997015,229.23961,479.38977,0.5138663,1.0,deadlift_up
image_1735391114001_android.graphics.Bitmap@53fe35e.jpeg,184.71751,393.07104,0.76904637,183.01337,388.41028,0.79395795,182.81772,388.4575,0.6922741,190.74054,378.96167,0.77945817,189.89192,378.4574,0.70675373,206.37663,390.96838,0.6593348,207.7623,388.59222,0.692466,208.24796,434.25647,0.74248385,209.06381,431.1335,0.60468173,200.66711,470.61572,0.77038914,202.99362,466.78473,0.4233775,256.30896,428.3088,0.7370702,255.65271,425.6187,0.74095416,203.44658,435.6618,0.53320754,198.51622,433.46243,0.4375931,232.07129,488.436,0.68479097,226.11601,474.76352,0.38019606,0.9999993,deadlift_up
